# Constructed from biom file
#OTU ID	109-FP-ILE	109	681	408-ILE	408	411-ILE	411	561-ILE	561	569-ILE	569	570-ILE	570	675-FP-ILE	675	681-FP-ILE	690-FP-ILE	690	704-ILE	704	708-ILE	708	729-ILE	729	732-ILE	732	747-ILE	741-ILE	741	747	749-ILE	749	750-ILE	750	781-FP-ILE	781	782-FP-ILE	782	786-FP-ILE	786	814-COL	814-ILE	825-COL	825-ILE	828-COL	828-ILE	850-COL	850-ILE	865-FP-COL	865-FP-ILE	868-FP-COL	868-FP-ILE	968-COL	968-ILE	970-COL	970-ILE	taxonomy
k__Bacteria;p__Firmicutes;c__Bacilli	22962.0	3551.0	1703.0	12170.0	352.0	43074.0	2752.0	18778.0	1398.0	21384.0	590.0	7239.0	1804.0	115.0	4255.0	19259.0	30725.0	6614.0	26522.0	7780.0	23738.0	3478.0	25706.0	6763.0	17659.0	4456.0	11000.0	28490.0	2184.0	5574.0	16556.0	2498.0	4934.0	221.0	43588.0	11736.0	30109.0	314.0	19476.0	6403.0	5125.0	23279.0	3186.0	18568.0	2387.0	27613.0	1258.0	19587.0	6208.0	21193.0	4650.0	13753.0	638.0	1016.0	194.0	2214.0
k__Bacteria;p__Firmicutes;c__Clostridia	631.0	846.0	4140.0	893.0	1251.0	91.0	2984.0	478.0	2991.0	991.0	770.0	2170.0	4713.0	68464.0	2265.0	131.0	36.0	1345.0	1280.0	3385.0	1546.0	2651.0	915.0	7350.0	400.0	997.0	285.0	352.0	2352.0	2048.0	204.0	1905.0	44513.0	3968.0	3611.0	5863.0	416.0	0.0	10886.0	3214.0	1272.0	24.0	1369.0	1456.0	2187.0	558.0	5448.0	3838.0	2140.0	268.0	5872.0	271.0	2715.0	12051.0	2474.0	42718.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia	1024.0	2292.0	2978.0	1422.0	2999.0	197.0	2330.0	706.0	4713.0	746.0	3655.0	2573.0	4866.0	380.0	6143.0	2344.0	54.0	3597.0	0.0	5125.0	3619.0	3377.0	1333.0	4869.0	341.0	4136.0	5501.0	1319.0	5983.0	3371.0	1223.0	4438.0	33.0	3592.0	1193.0	3143.0	2324.0	0.0	1532.0	3596.0	6442.0	24.0	3391.0	95.0	4378.0	431.0	3959.0	1341.0	4883.0	165.0	4377.0	752.0	5927.0	7305.0	3543.0	8.0
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	1708.0	0.0	21.0	2382.0	13.0	2700.0	83.0	488.0	51.0	1429.0	10.0	1803.0	185.0	9.0	15.0	50.0	32.0	15.0	0.0	5.0	761.0	4.0	948.0	190.0	868.0	23.0	44.0	564.0	8.0	33.0	237.0	16.0	5.0	95.0	3110.0	30.0	89.0	0.0	131.0	191.0	50.0	170.0	16.0	716.0	26.0	1691.0	26.0	1091.0	30.0	245.0	617.0	875.0	16.0	175.0	8.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria	2.0	0.0	0.0	0.0	0.0	3.0	0.0	2750.0	69.0	9.0	0.0	3772.0	109.0	0.0	0.0	2.0	703.0	15.0	0.0	0.0	4.0	0.0	0.0	0.0	267.0	68.0	313.0	519.0	0.0	1596.0	0.0	0.0	23.0	25.0	2.0	0.0	4.0	112.0	2.0	80.0	387.0	2510.0	42.0	63.0	0.0	0.0	6.0	181.0	666.0	4800.0	31.0	212.0	0.0	75.0	0.0	26.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia	694.0	21.0	30.0	738.0	7.0	211.0	7.0	3058.0	216.0	3981.0	33.0	2155.0	261.0	8.0	106.0	152.0	1758.0	217.0	0.0	38.0	403.0	39.0	196.0	70.0	730.0	121.0	61.0	820.0	11.0	194.0	100.0	64.0	4.0	43.0	387.0	4.0	149.0	0.0	333.0	311.0	393.0	1765.0	63.0	141.0	19.0	158.0	8.0	159.0	227.0	1399.0	118.0	76.0	30.0	84.0	22.0	0.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	89.0	0.0	0.0	119.0	309.0	0.0	0.0	0.0	0.0	297.0	0.0	0.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0	3.0	176.0	0.0	49.0	2381.0	16.0	1539.0	171.0	8.0	13.0	49.0	93.0	49.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0	10.0	126.0	2.0	21.0	0.0	11.0	0.0	51.0	0.0	27.0	0.0	117.0	14.0	62.0	420.0	0.0	94.0	52.0	98.0	6.0	14.0	2.0	8.0	0.0	72.0	6.0	0.0	18.0	46.0	35.0	43.0	0.0	20.0	0.0	20.0	16.0	1544.0	22.0	24.0	45.0	123.0	29.0	7.0	24.0	0.0	20.0	0.0	55.0	0.0	49.0	0.0	13.0	518.0	15.0	29.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	38.0	80.0	0.0	15.0	0.0	7.0	0.0	5.0	5.0	0.0	0.0	2.0	0.0	7.0	3.0	0.0	0.0	22.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	822.0	7.0	15.0	9.0	0.0	11.0	0.0	0.0	3.0	15.0	0.0	0.0	0.0	0.0	0.0	4.0	2152.0	9.0	0.0
k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	0.0	6.0	5.0	5.0	3.0	0.0	10.0	0.0	8.0	0.0	0.0	0.0	65.0	4.0	21.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	12.0	0.0	13.0	0.0	0.0	14.0	139.0	0.0	11.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	23.0	15.0	0.0	8.0	0.0	11.0	0.0	38.0	2.0	0.0	0.0	0.0	2.0	46.0	0.0	89.0	0.0
