# Constructed from biom file
#OTU ID	109-FP-ILE	109	681	408-ILE	408	411-ILE	411	561-ILE	561	569-ILE	569	570-ILE	570	675-FP-ILE	675	681-FP-ILE	690-FP-ILE	690	704-ILE	704	708-ILE	708	729-ILE	729	732-ILE	732	747-ILE	741-ILE	741	747	749-ILE	749	750-ILE	750	781-FP-ILE	781	782-FP-ILE	782	786-FP-ILE	786	814-COL	814-ILE	825-COL	825-ILE	828-COL	828-ILE	850-COL	850-ILE	865-FP-COL	865-FP-ILE	868-FP-COL	868-FP-ILE	968-COL	968-ILE	970-COL	970-ILE	taxonomy
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	22328.0	3501.0	1646.0	11957.0	339.0	43055.0	2738.0	13383.0	986.0	20366.0	539.0	3338.0	169.0	96.0	4161.0	19085.0	11324.0	2741.0	26511.0	7576.0	22260.0	3351.0	22667.0	6626.0	10803.0	1161.0	1929.0	4663.0	2152.0	427.0	16164.0	2215.0	4896.0	147.0	43539.0	11697.0	30011.0	262.0	19329.0	403.0	1444.0	16627.0	2231.0	16236.0	2363.0	27508.0	1153.0	19269.0	5396.0	18456.0	4073.0	13175.0	633.0	880.0	159.0	1923.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	188.0	0.0	0.0	330.0	5.0	0.0	0.0	48.0	6.0	0.0	0.0	35.0	15.0	67541.0	8.0	20.0	0.0	0.0	1280.0	34.0	0.0	0.0	64.0	22.0	67.0	3.0	23.0	4.0	33.0	0.0	92.0	0.0	44429.0	0.0	0.0	0.0	0.0	0.0	8991.0	0.0	0.0	0.0	8.0	825.0	0.0	13.0	7.0	214.0	12.0	53.0	4.0	38.0	7.0	224.0	4.0	42718.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	623.0	47.0	57.0	203.0	13.0	9.0	14.0	5391.0	412.0	1001.0	51.0	3898.0	1635.0	19.0	80.0	169.0	19397.0	3866.0	0.0	192.0	1472.0	125.0	3037.0	134.0	6856.0	3281.0	9071.0	23827.0	32.0	5140.0	388.0	278.0	6.0	63.0	16.0	39.0	93.0	0.0	143.0	5996.0	3653.0	6604.0	947.0	2323.0	24.0	105.0	68.0	313.0	804.0	2737.0	539.0	578.0	2.0	63.0	32.0	3.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	1024.0	2292.0	2978.0	1422.0	2999.0	197.0	2330.0	706.0	4713.0	746.0	3655.0	2573.0	4866.0	380.0	6143.0	2344.0	54.0	3597.0	0.0	5125.0	3619.0	3375.0	1333.0	4866.0	341.0	4136.0	5501.0	1319.0	5983.0	3371.0	1223.0	4436.0	33.0	3592.0	1193.0	3143.0	2324.0	0.0	1532.0	3596.0	6442.0	24.0	3391.0	95.0	4378.0	431.0	3959.0	1341.0	4883.0	165.0	4377.0	752.0	5927.0	7279.0	3543.0	8.0
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	1708.0	0.0	21.0	2382.0	13.0	2700.0	83.0	488.0	51.0	1429.0	10.0	1803.0	185.0	9.0	15.0	50.0	32.0	15.0	0.0	5.0	761.0	4.0	948.0	190.0	868.0	23.0	44.0	564.0	8.0	33.0	237.0	16.0	5.0	95.0	3110.0	30.0	89.0	0.0	131.0	191.0	50.0	170.0	16.0	716.0	26.0	1691.0	26.0	1091.0	30.0	245.0	617.0	875.0	16.0	175.0	8.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2750.0	69.0	9.0	0.0	3772.0	109.0	0.0	0.0	0.0	703.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	267.0	68.0	313.0	519.0	0.0	1596.0	0.0	0.0	0.0	25.0	0.0	0.0	4.0	0.0	0.0	80.0	387.0	2508.0	42.0	63.0	0.0	0.0	6.0	181.0	666.0	4798.0	31.0	212.0	0.0	32.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	694.0	21.0	30.0	738.0	7.0	211.0	7.0	3058.0	216.0	3981.0	33.0	2155.0	261.0	8.0	106.0	152.0	1758.0	217.0	0.0	38.0	403.0	39.0	196.0	70.0	730.0	121.0	61.0	820.0	11.0	194.0	100.0	64.0	4.0	43.0	387.0	4.0	149.0	0.0	333.0	311.0	393.0	1765.0	63.0	141.0	19.0	158.0	8.0	159.0	227.0	1399.0	118.0	76.0	30.0	84.0	22.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales	414.0	699.0	3974.0	532.0	1090.0	86.0	2771.0	395.0	2380.0	954.0	714.0	1921.0	3854.0	702.0	1564.0	101.0	33.0	1167.0	0.0	2609.0	1473.0	2125.0	828.0	6662.0	325.0	813.0	244.0	339.0	2015.0	1567.0	106.0	1551.0	68.0	2277.0	3578.0	5509.0	395.0	0.0	1861.0	2862.0	761.0	24.0	944.0	598.0	2040.0	532.0	3161.0	2755.0	1665.0	207.0	5269.0	219.0	2426.0	10270.0	2011.0	0.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	89.0	0.0	0.0	119.0	309.0	0.0	0.0	0.0	0.0	297.0	0.0	0.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0	3.0	176.0	0.0	49.0	2381.0	16.0	1539.0	171.0	8.0	13.0	49.0	93.0	49.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia UCG-014	4.0	65.0	0.0	7.0	27.0	0.0	0.0	26.0	103.0	10.0	13.0	161.0	165.0	34.0	360.0	0.0	0.0	5.0	0.0	289.0	44.0	305.0	5.0	41.0	0.0	73.0	4.0	0.0	23.0	173.0	0.0	74.0	4.0	976.0	0.0	0.0	0.0	0.0	3.0	25.0	274.0	0.0	177.0	19.0	3.0	2.0	1138.0	831.0	133.0	5.0	3.0	0.0	3.0	53.0	175.0	0.0
