OTU ID	description	109-FP-ILE	109	681	408-ILE	408	411-ILE	411	561-ILE	561	569-ILE	569	570-ILE	570	675-FP-ILE	675	681-FP-ILE	690-FP-ILE	690	704-ILE	704	708-ILE	708	729-ILE	729	732-ILE	732	747-ILE	741-ILE	741	747	749-ILE	749	750-ILE	750	781-FP-ILE	781	782-FP-ILE	782	786-FP-ILE	786	814-COL	814-ILE	825-COL	825-ILE	828-COL	828-ILE	850-COL	850-ILE	865-FP-COL	865-FP-ILE	868-FP-COL	868-FP-ILE	968-COL	968-ILE	970-COL	970-ILE	taxonomy
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	19074.57766375172	4559.041890607384	6014.35927316139	10451.535077298196	3233.454130458447	9205.266829940663	5657.9492725090695	12760.922603887071	6395.501194517185	14180.262561848604	2833.7548445692146	11232.968175781654	8429.660662001133	3969.446419975499	8317.867518649387	4544.53505753563	12180.621609676533	5962.954043798381	16165.0007374394	10947.671621491229	9380.0927808549	5411.1300712544125	8602.308139943168	14530.296053192897	7787.508636868583	4906.270871728586	5830.026201722128	11530.6214769511	7585.687086108851	6354.777627927875	9160.578176512992	6343.452681274274	1585.0299190264648	6202.892302241994	18799.616913295005	13421.02812016466	9887.392625568997	2817.00546191469	12289.909580276297	8016.530693367532	7918.027698914774	10826.321886995289	5081.3059358863375	9925.33497818756	5554.722998887703	10542.12404767346	8153.650913685545	13425.909815582669	8264.9121506876	14750.765678480617	11572.078649873258	10255.961577151038	6825.676968183944	17638.2116579198	4009.3936184280233	1446.2685940930182	
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.758707276003664	0.0	12.651740508544991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1210.3340509676016	0.0	0.0	0.0	20.49218533691561	0.0	1.1666485580355757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281.74881038132924	0.0	12.232287387188649	
AEROBACTINSYN-PWY	aerobactin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.8751609343388	0.0	0.0	0.0	17.57	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.994997101869295	0.0	5.257505168849069	
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.64134585269252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	706.2251370090671	0.0	0.0	0.0	92.74836493213958	0.0	7.329225121779453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	559.7168476850662	0.0	18.681473193479476	
ANAEROFRUCAT-PWY	homolactic fermentation	23066.753245068838	5096.144789829583	7353.192317386342	19614.869812741734	3286.0908639895965	40592.43804740184	6944.461675085154	15172.945999813428	7007.312366668213	23736.30623029215	3129.6052491290966	15682.019877840945	7989.087367500059	2131.1915468498864	10484.134453900428	8309.166864495039	11500.950241608529	7425.1735046720605	1162.0484004417435	14021.1835106204	16580.11074986036	6939.621565230047	19411.082051040976	17619.27374760736	13524.960428651337	5956.314348798023	7356.787360567818	14965.825625032236	8879.701336191354	7143.338707656285	7462.244485910588	7480.478452003967	2729.2516160012733	5651.9338935764645	46136.365523451845	17681.39996978823	7965.627425518907	2683.934626867732	12267.4381156153	8519.102000049264	9055.719948148477	10395.772488038348	5964.430386183357	14379.8401291591	6979.257429410631	26679.36045883088	9004.51613759309	20728.40167397064	10781.501666760763	10127.716858428988	14974.474901728889	14239.174419963912	7117.409923110823	15846.391478558764	3891.356591266658	3065.4709307037324	
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	26232.119376610677	6620.438535593823	8130.356958802346	18695.57041734329	3938.5661314374834	49460.51597420732	7767.711722188668	23029.62414749636	8038.655573837358	31077.222688287453	3508.138903685214	16191.469781320458	10765.917432443945	16942.11674847389	11669.135808232311	22564.75127982382	21706.8454604322	8494.776344794638	29987.038432736223	16554.669535181925	28214.60335853036	8097.517698604169	30148.762194252467	20092.394537392727	17034.568015919533	6580.125144999722	8414.870982453305	18007.65327367809	9599.85740134923	8522.666787644357	19011.93696305821	8300.0119647348	15286.808013860684	7536.01457087453	56004.48336394868	22208.07328667297	34175.778910379566	2951.8829632230104	27440.096370651198	11156.833262106273	10470.815017448444	25275.50117167436	7070.886865460851	21391.01569196256	7619.259297828356	33123.52800959916	10530.961025113877	29360.599472448343	13363.61981982328	28583.4740620896	15907.706109032986	17376.627022819674	8485.797124927341	21885.641899872666	4958.50482774697	11555.701382943502	
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	839.1099631213425	295.74615518023506	372.1349446984148	869.2111925252208	203.9905620450789	33.465810384409	406.32761209180217	1291.5102102628578	1283.7008921912131	1521.2037551066169	216.16670157269485	2600.5057758116445	1121.3199758520227	405.1489880937322	1380.5529609649852	140.86951708956863	204.8218670778152	959.2919429701896	0.0	1638.2505824049017	667.0256299353421	882.7882030644151	362.512857087135	1602.1811160320651	478.4557882255002	698.1560191119845	153.9400480560476	1146.3033099912222	652.5540765735036	1252.5272358541306	182.61976474924083	947.6436671982258	101.16943924730404	1116.2662774241132	164.73527469897272	593.6369458591511	159.32799530604245	1749.5210931403642	859.7647548120428	1181.267269004131	1909.9938185613928	250.54008223153215	810.620223324359	222.3315029987312	435.85339742169936	156.98523401852665	2532.6916420056905	978.7255527320208	1374.0221146518488	407.80532434981296	1378.3248662678614	223.0881207329608	453.1401323571271	2523.1942850334262	566.2272916295366	70.55776520909582	
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.729068011777931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	286.5752589492237	0.0	0.0	0.0	39.81829302113572	0.0	2.3312244157989306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.05990891560161	0.0	8.652423561837955	
ARGORNPROST-PWY	arginine, ornithine and proline interconversion	448.9295057703607	128.1339239934527	351.5028189778885	553.4454144334773	144.0413595591366	172.0580857325428	323.1533196648108	496.9160346084935	497.2331867617333	986.6165426411236	125.47967527585712	956.2952527224209	480.0393619454626	131.85075750721927	944.6439331825652	196.5352873725748	55.91432755206656	202.40725575467397	56.859309570938734	739.0438504693888	605.2417383210162	490.9124825957407	334.2985784679958	1393.6544425241416	337.5544638365245	354.3056736625975	133.47393168013846	184.92340662255705	279.9576359506542	250.1326317653052	190.81622779506287	307.5339523033672	160.06620733994112	580.5628145150976	1037.7387846220568	315.1773099145596	267.2572828429679	669.8464049067499	1237.2993598391029	814.9440794898088	590.824954102507	192.7347289977405	276.45614475817234	486.7808120017714	305.1164177607991	371.88702488282905	1273.187832981352	1553.479914111986	617.9103961292578	329.8234983887263	1389.728633538958	431.9787020835758	556.6165049337171	1964.207032914726	361.09772264483416	149.49000859247911	
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	6307.4158090001865	1642.0903478556108	5354.255785447968	6284.5601240218375	1640.612343455403	6626.461084156358	4203.453686541668	12125.840880684476	4361.030508373575	11085.057927662272	1499.3245195735642	12049.095740003891	6584.278592277441	1152.418208471729	4418.513870971702	2576.105773436541	10958.233261828074	4385.3630898195615	229.54781357214165	5790.671202702292	5662.464841254389	4085.7235201273656	6387.660556691306	11620.992656587665	6635.613152673906	3475.6372570197263	4783.210600264129	9132.70074914691	3927.826364462628	6389.494482034853	1818.557736759232	3698.164070759041	396.40509012249913	4767.290925981293	13479.8424072638	9744.0379561997	1826.880998063324	2656.0009135143905	4792.724777689962	6355.791211707704	5602.44376677244	9025.594944282228	3162.649098367839	3897.2383647549896	3658.278370301863	5197.614370502561	6371.602155774487	7512.504437166745	4767.758475559695	8799.561680095765	9260.657313732734	3904.7733305550623	3836.190375957444	14897.198414287726	2801.8910912084257	291.93811783822554	
